TIME=  2155159ms 

p=3 d=3 s=3
d2--_1_125 0.05451322119019576
d2--_1_127 0.07047241678833731
d1_3_53 0.012193441172626522
d2--_3_48 0.03409922694162608
compInCycle_2_132 0.43106626873218323
d2--_3_50 0.05530114244634001
d1--_3_117 5.125367074627032E-4
d2--_3_56 0.03409922694162608
d1--_3_237 5.125367074627032E-4
d1--_3_115 1.2132974959886088E-4
d1--_3_235 1.2132974959886088E-4
d1_3_67 0.0013376034487291495
zeroNotCycle_3_5 0.0
d2--_1_255 0.07047241678833731
d2_2_276 0.049041374238497054
d2--_1_253 0.05451322119019576
d2--_2_280 0.11107249582733138
zeroNotCycle_2_265 0.0
d2_3_8 0.0290174964309427
d1_3_203 0.0013376034487291495
d2--_3_58 0.05530114244634001
d2CycleReg_1_251 0.03623975158706556
zeroNotCycle_3_193 0.0
d1_1_282 0.06125696772730314
loop_1_32 0.20402954533337042
d1--_3_109 5.125367074627032E-4
d1--_3_227 1.2132974959886088E-4
zeroNotCycle_2_273 0.0
d1--_3_229 5.125367074627032E-4
d1--_3_107 1.2132974959886088E-4
d2CycleReg_1_123 0.03623975158706556
d1--_3_101 5.125367074627032E-4
S0 1.0
d2_2_268 0.049041374238497054
d1CycleReg_1_250 0.03623975158706556
d1--_1_286 0.10513522157442536
d2--_3_28 0.11056226695778955
d1_3_211 0.0013376034487291495
d2--_3_26 0.07514697729872204
zeroNotCycle_2_257 0.0
zeroNotCycle_3_179 0.0
d1--_3_215 0.012736555260818641
normalComposite_1_256 0.49602054720124544
compInCycle_2_34 0.20402954533337042
d2_2_260 0.049041374238497054
d1--_3_213 0.004972330929477119
d1--_1_284 0.0855975370976488
d1_3_45 0.012193441172626522
loop_1_190 0.038372998251634635
compInCycle_2_222 0.0013302653980402897
d1_3_105 2.2939363640473688E-5
d1CycleReg_1_122 0.03623975158706556
d1_3_225 2.2939363640473688E-5
zeroNotCycle_3_171 0.0
d2--_3_42 0.05530114244634001
d2--_3_40 0.03409922694162608
d1--_3_205 0.004972330929477119
d1--_3_207 0.012736555260818641
d1_3_37 0.012193441172626522
d2_3_204 0.0013376034487291495
init_1_30 0.43106626873218323
d2--_1_287 0.10513522157442536
d2--_1_285 0.0855975370976488
d1_3_113 2.2939363640473688E-5
d2--_3_216 0.012736555260818641
zeroNotCycle_3_21 0.0
d1_3_233 2.2939363640473688E-5
d2--_3_214 0.004972330929477119
d2_3_212 0.0013376034487291495
d1--_3_11 0.11056226695778955
zeroCycle_1_0 0.0
d1_3_23 0.0290174964309427
d2--_3_200 0.012736555260818641
d2--_3_206 0.004972330929477119
d1_3_241 2.2939363640473688E-5
d2--_3_208 0.012736555260818641
zeroNotCycle_3_13 0.0
d1_3_15 0.0290174964309427
loop_1_160 0.20402954533337042
d2_3_226 2.2939363640473688E-5
d2_3_106 2.2939363640473688E-5
d2--_3_230 5.125367074627032E-4
d2--_3_110 5.125367074627032E-4
d1--_1_124 0.05451322119019576
d1--_1_126 0.07047241678833731
d1_3_135 0.0290174964309427
d2--_3_238 5.125367074627032E-4
d2--_3_118 5.125367074627032E-4
d2--_3_236 1.2132974959886088E-4
d2--_3_116 1.2132974959886088E-4
d2_3_234 2.2939363640473688E-5
d2--_3_72 0.012736555260818641
d2_3_114 2.2939363640473688E-5
d2--_3_78 0.004972330929477119
d2--_3_70 0.004972330929477119
d1--_1_254 0.07047241678833731
d2--_3_102 5.125367074627032E-4
d2--_3_100 1.2132974959886088E-4
d2--_3_228 1.2132974959886088E-4
init_1_218 0.038372998251634635
d2--_3_108 1.2132974959886088E-4
d1_3_143 0.0290174964309427
d2--_3_86 0.004972330929477119
d2--_3_88 0.012736555260818641
d2_3_242 2.2939363640473688E-5
d2--_3_80 0.012736555260818641
d1--_1_252 0.05451322119019576
init_1_120 0.0013302653980402897
d1--_3_49 0.05530114244634001
zeroNotCycle_3_65 0.0
init_1_248 0.0013302653980402897
