TIME=  3706463ms 

p=3 d=3 s=3
d1_3_53 0.012193439330704636
d1CycleReg_1_152 0.036239691573098025
d2--_3_48 0.0340992217906509
compInCycle_2_252 0.0013304790543465714
d2--_3_50 0.05530113409263704
d1--_3_117 5.126190095670719E-4
d2--_3_56 0.0340992217906509
d1--_3_237 0.01273655333685479
d1--_3_115 1.213492451802938E-4
d1--_3_235 0.0049723301783646786
d1_3_67 0.0013376032466728856
compInCycle_2_124 6.461438777547375E-6
zeroNotCycle_3_5 0.0
d2_3_8 0.02901749204760565
d1_3_203 0.012193439330704636
d2--_3_58 0.05530113409263704
zeroNotCycle_3_193 0.0
loop_1_32 0.20402951451299056
d1--_3_109 5.126190095670719E-4
d1--_3_227 0.0049723301783646786
d1--_3_229 0.01273655333685479
d1--_3_107 1.213492451802938E-4
d1--_3_101 5.126190095670719E-4
d2_3_302 5.741964267358311E-8
S0 1.0
d2--_3_28 0.11056225025642866
d1_3_211 0.012193439330704636
d2--_3_26 0.07514696594713868
init_1_308 6.461438777547375E-6
zeroNotCycle_3_179 0.0
d2_1_343 0.06125699258890758
d1--_3_215 0.05530113409263704
zeroNotCycle_3_299 0.0
compInCycle_2_34 0.20402951451299056
d1--_3_213 0.0340992217906509
d1_3_45 0.012193439330704636
loop_1_190 0.20402951451299056
d2--_1_157 0.07046955823653528
compInCycle_2_222 0.03837299245507031
d1_3_105 2.2943057048251933E-5
d2--_1_155 0.05451279057103542
d2--_3_304 4.0653821424480196E-7
d1_3_225 0.0013376032466728856
zeroNotCycle_3_171 0.0
zeroCycle_1_158 0.0
zeroNotCycle_3_291 0.0
d2--_3_306 2.705168892427753E-6
d2--_3_42 0.05530113409263704
d2--_3_40 0.0340992217906509
d1--_3_205 0.0340992217906509
d1--_3_207 0.05530113409263704
d1_3_37 0.012193439330704636
d2_3_204 0.012193439330704636
init_1_30 0.43106620361599557
d1_3_113 2.2943057048251933E-5
d2--_3_216 0.05530113409263704
zeroNotCycle_3_21 0.0
d1_3_233 0.0013376032466728856
d2--_3_214 0.0340992217906509
d2_3_212 0.012193439330704636
d1_2_319 0.04904136683038486
d1--_3_11 0.11056225025642866
zeroCycle_1_0 0.0
d1_3_23 0.02901749204760565
d1--_1_154 0.05451279057103542
d1--_1_156 0.07046955823653528
d1_3_127 5.741964267358311E-8
d2--_3_200 0.05530113409263704
d2--_3_206 0.0340992217906509
d1_3_241 0.0013376032466728856
d2--_3_208 0.05530113409263704
zeroNotCycle_3_13 0.0
d1--_3_303 4.0653821424480196E-7
d1_2_327 0.04904136683038486
d1--_3_305 2.705168892427753E-6
d1_3_15 0.02901749204760565
loop_1_160 0.43106620361599557
d2_3_226 0.0013376032466728856
d2_3_106 2.2943057048251933E-5
loop_1_280 6.461438777547375E-6
d2--_3_230 0.01273655333685479
d2--_3_110 5.126190095670719E-4
d1_3_135 5.741964267358311E-8
d2--_3_238 0.01273655333685479
d2--_3_118 5.126190095670719E-4
d1_3_255 2.2943057048251933E-5
d2--_3_236 0.0049723301783646786
d2--_3_116 1.213492451802938E-4
d2_3_234 0.0013376032466728856
d2--_3_72 0.01273655333685479
d2_3_114 2.2943057048251933E-5
d2--_3_78 0.0049723301783646786
d1_2_335 0.04904136683038486
d2--_3_70 0.0049723301783646786
d2--_3_102 5.126190095670719E-4
d2--_3_100 1.213492451802938E-4
d2CycleReg_1_153 0.036239691573098025
d2--_3_228 0.0049723301783646786
init_1_218 0.20402951451299056
d1_3_263 2.2943057048251933E-5
d2--_3_108 1.213492451802938E-4
d2_2_336 0.04904136683038486
d1_3_143 5.741964267358311E-8
d2--_3_86 0.0049723301783646786
d2--_3_88 0.01273655333685479
d2_3_242 0.0013376032466728856
d2--_3_80 0.01273655333685479
d2_3_128 5.741964267358311E-8
d2--_3_132 2.705168892427753E-6
zeroNotCycle_2_317 0.0
init_1_120 0.0013304790543465714
d1--_1_344 0.08559754488191054
