TIME=  957631ms 

p=3 d=3 s=3
d2_2_200 0.04904262064293582
d1_3_53 0.012193751073388184
d1--_1_224 0.08559934055391681
d1--_1_226 0.10513781790436133
d1--_3_49 0.0553025479450768
zeroNotCycle_3_65 0.0
d2--_3_48 0.034100093585935236
init_1_128 0.4310772244388715
d2_2_208 0.04904262064293582
d1--_3_47 0.034100093585935236
d2_3_68 0.0013370661322545455
d2--_3_138 0.034100093585935236
compInCycle_2_132 0.204034730818797
d2--_2_212 0.11107531877538714
d1_3_151 0.012193751073388184
d2--_3_50 0.0553025479450768
d2_3_136 0.012193751073388184
d1--_3_55 0.034100093585935236
d1--_3_117 0.11056507693819266
d2--_3_56 0.034100093585935236
zeroNotCycle_3_111 0.0
d2--_2_210 0.08709308921619542
d1--_3_115 0.07514888718660126
loop_1_130 0.204034730818797
loop_1_2 0.4310772244388715
d1_2_199 0.04904262064293582
zeroNotCycle_3_119 0.0
d2--_2_218 0.08709308921619542
d1_3_67 0.0013370661322545455
d1--_3_183 0.004970336123858241
d2--_3_124 0.07514888718660126
zeroNotCycle_3_5 0.0
d2_3_76 0.0013370661322545455
d2_3_8 0.029018233921214578
zeroNotCycle_3_51 0.0
d2--_3_126 0.11056507693819266
d2--_3_58 0.0553025479450768
loop_1_32 0.204034730818797
d1--_3_39 0.034100093585935236
d1_3_165 0.0013370661322545455
d2_3_144 0.012193751073388184
d1--_3_41 0.0553025479450768
init_1_90 0.03835760877886002
d1--_3_109 0.11056507693819266
d2--_2_202 0.08709308921619542
zeroNotCycle_3_103 0.0
d1--_3_107 0.07514888718660126
d1--_1_192 0.05464177539272886
d2--_2_204 0.11107531877538714
S0 1.0
d1--_3_185 0.012731448777408769
d1--_1_194 0.07099061588354141
d2--_3_154 0.034100093585935236
d2--_3_156 0.0553025479450768
d2--_3_28 0.11056507693819266
d1--_3_27 0.11056507693819266
zeroNotCycle_3_43 0.0
d2--_3_26 0.07514888718660126
d1--_3_25 0.07514888718660126
d2_3_84 0.0013370661322545455
d2--_1_95 0.05464177539272886
d1--_1_94 0.05464177539272886
d1_3_173 0.0013370661322545455
d2_1_223 0.061246264669400585
d1--_1_96 0.07099061588354141
zeroNotCycle_3_179 0.0
d2_3_152 0.012193751073388184
compInCycle_2_34 0.204034730818797
d2--_1_97 0.07099061588354141
d1--_3_175 0.004970336123858241
d1--_3_177 0.012731448777408769
d1_3_45 0.012193751073388184
compInCycle_2_102 0.4310772244388715
d2--_3_140 0.0553025479450768
d2--_3_146 0.034100093585935236
d1_3_105 0.029018233921214578
d2--_3_148 0.0553025479450768
d1--_3_19 0.11056507693819266
zeroNotCycle_3_171 0.0
d1--_3_17 0.07514888718660126
d2CycleReg_1_191 0.03626613558239051
d2--_3_42 0.0553025479450768
d2_3_166 0.0013370661322545455
d1_3_181 0.0013370661322545455
d2--_3_40 0.034100093585935236
d1_1_222 0.061246264669400585
zeroNotCycle_3_35 0.0
zeroCycle_1_98 0.0
d2--_2_220 0.11107531877538714
loop_1_100 0.4310772244388715
d1--_3_167 0.004970336123858241
d1--_3_169 0.012731448777408769
d1_3_37 0.012193751073388184
init_1_30 0.4310772244388715
d2--_3_176 0.004970336123858241
loop_1_62 0.03835760877886002
d2--_3_178 0.012731448777408769
d1_3_113 0.029018233921214578
zeroNotCycle_3_21 0.0
d1CycleReg_1_92 0.03626613558239051
zeroNotCycle_3_163 0.0
d2_3_24 0.029018233921214578
d1CycleReg_1_190 0.03626613558239051
normalComposite_1_196 0.4960331537446425
d1--_3_11 0.11056507693819266
d2--_3_12 0.11056507693819266
d2_3_174 0.0013370661322545455
d2_3_16 0.029018233921214578
d2--_3_10 0.07514888718660126
zeroCycle_1_0 0.0
d1--_3_153 0.034100093585935236
d1--_3_155 0.0553025479450768
d2--_3_170 0.012731448777408769
d1_3_23 0.029018233921214578
d2--_3_168 0.004970336123858241
init_1_158 0.204034730818797
